job_title,company_name,job_posted,job_description,job_link
Senior QA Automation Engineer,Beam AI,1 week ago,"About BeamBeam is a tech start-up leveraging Generative AI to build AI Agents for business operations. Beam's generative agents help organisations to boost their productivity by automating repetitive tasks in seconds. Powered by LLMs, AI agents are easy to setup, seamlessly integrate with business applications and support teams where they need them most. We are on a mission to transform business practices by empowering organisations with artificial intelligence to increase efficiency, improve competitiveness, and scale operations globally.To learn more about us, please visit our website at https://www.beam.ai/About The RoleAs a Senior QA Automation Engineer at Beam, you will play a critical role in ensuring the quality, reliability, and performance of our AI Agent platform. You'll take full ownership of test strategy, automation development, and infrastructure integration, helping us ship fast while maintaining a high bar for product excellence.You'll work closely with cross-functional engineering teams to build scalable automation systems, lead performance and security testing, and continuously evolve our quality engineering practices.ResponsibilitiesYour key responsibilities will entail the following:Design and lead the overall test strategy and planning for Beam's core platform and client-facing applicationsBuild and maintain scalable test automation frameworks using Playwright and supporting toolsExecute automated and manual test cycles, ensuring coverage across UI, API, and backend systemsDrive test reporting, debugging, and regression analysis as part of release workflowsCollaborate with DevOps teams to integrate testing into CI/CD workflows and continuously improve test infrastructureConduct performance, security, and reliability testing to ensure end-to-end system resilienceChampion continuous improvement in QA processes, tooling, and code quality standardsAct as a quality partner across teams, raising the bar for engineering and user trustRequirements5-7 years of experience in QA automation or quality engineering rolesStrong hands-on experience with Playwright for UI and end-to-end automationProficient in Postman for API testing and validationComfortable working with Git, version control workflows, and collaborative dev environmentsAwareness of DevOps, cloud platforms, and CI/CD pipelines (GitHub Actions, Jenkins, etc.)Strong problem-solving and analytical skills with a quality-first mindsetExcellent communication and collaboration skillsNice to Have:Experience with performance testing tools like JMeter or k6 Familiarity with Docker or cloud environments (AWS, GCP, etc.)Exposure to security or penetration testing practicesBenefitsWhy Beam?At Beam, we foster a culture of ownership and growth, giving you the freedom to take charge of your work and make a meaningful impact on the future of AI. As part of a highly collaborative, fast-paced startup, you'll have the opportunity to work at the forefront of AI innovation, designing and building solutions that address real-world business challenges.We offer more than just a job. Here, you'll find: Ownership and autonomy: You'll have the opportunity to own the full lifecycle of projects, from conception to execution, and see your work directly impact businesses worldwide Personal and professional growth: We encourage continuous learning and innovation. Whether you're advancing in your technical expertise, growing your leadership skills, or shaping the next generation of AI solutions, your growth is our priority Being at the cutting edge: You'll be working with the latest AI technologies, driving innovation in generative AI and natural language processing Competitive benefits and stock options: We offer a competitive salary, stock options, and comprehensive benefits to ensure you're not only rewarded today but also invested in the future of the company Collaborative Culture: You'll work alongside brilliant minds in an agile, collaborative, and supportive startup environment, where your ideas can truly make a differenceIf you are passionate about leveraging AI to drive innovation and thrive in a collaborative, fast-paced environment, we'd love to hear from you! Join us in shaping the future of AI-powered solutions!",https://pk.linkedin.com/jobs/view/senior-qa-automation-engineer-at-beam-ai-4266243495?trk=public_jobs_topcard-title
AI Engineer  (LLM / Vertex AI Focus),1 Sol Digital Services (SMC) Pvt Ltd.,,"Job Title: AI Engineer  (LLM / Vertex AI Focus)Company: 1Sol Digital Services (SMC-Pvt) LtdLocation: On-site NASTP 2 Silicon ValleyTimings: 6 PM – 2 AM Pakistan TimeExperience: 3–5 yearsOpen Positions: 3–5Salary Range: PKR 200,000 to 450,000 or above (based on experience and skillset)Position OverviewWe are seeking a skilled AI Engineer to join our team and contribute to the development of cutting-edge AI-based Large Language Model (LLM) applications. The ideal candidate will have hands-on experience with agentic frameworks, cloud platforms, and modern development tools to build scalable AI solutions.Key ResponsibilitiesDesign, develop, and deploy AI-based LLM applications using modern frameworks and best practicesImplement agentic AI systems using frameworks such as Google ADK, LangGraph, or similar technologiesBuild robust APIs and backend services using Python frameworks like FastAPIIntegrate and optimize AI models with Google Cloud Platform servicesCollaborate with cross-functional teams to deliver high-quality AI solutionsMaintain and improve existing AI applications and infrastructureStay current with emerging AI technologies and industry best practicesRequired Technical SkillsCore AI & DevelopmentProgramming Languages: Strong proficiency in PythonAI Frameworks: Experience with agentic frameworks (Google ADK, LangGraph, or similar)LLM Development: Hands-on experience developing applications with Large Language ModelsAPI Development: Proficiency with FastAPI for building robust web APIsTesting: Strong experience with unit testing frameworks and test-driven development practicesCloud & InfrastructureGoogle Cloud Platform: Experience with GCP services, particularly:Vertex AI for ML model deployment and managementBigQuery for data analytics and processingPub/Sub for event-driven messaging and data streamingDocument AI for intelligent document processing and extractionDatabase Systems: Proficiency with relational databases such as:PostgreSQLMySQLExperience with database design, optimization, and ORM frameworks (SQLAlchemy, Prisma)Containerization: Knowledge of Docker and Kubernetes (preferred)Cloud Architecture: Understanding of cloud-native application designDevelopment ToolsAI-Assisted Development: Experience with modern development tools such as:Claude CodeCursor AIOther AI-powered development environmentsVersion Control: Proficiency with Git and collaborative development workflowsPreferred QualificationsFrontend Development: Basic knowledge of React for full-stack capabilitiesMLOps: Experience with ML pipeline development and deploymentData Engineering: Familiarity with data processing and ETL workflowsPerformance Optimization: Experience optimizing AI model performance and scalabilityLeadership & Professional SkillsTeam Management: Ability to lead and mentor technical teams, coordinate project deliverablesTechnical Architecture: Strong capability to design scalable technical architectures and end-to-end solutionsDocumentation: Excellent technical documentation skills with attention to detail and clarityCommunication: Clear and effective written and verbal communication skills for cross-functional collaborationResponsibility & Ownership: Strong sense of responsibility and accountability for project outcomesEducational BackgroundBachelor's degree in Computer Science, Machine Learning, AI, or related fieldRelevant certifications in Google Cloud Platform or AI/ML technologies (preferred)Experience Requirements3+ years of experience in AI/ML development2+ years of experience with Python and web framework development1+ years of experience with cloud platforms (GCP preferred)Experience with LLM applications and agentic AI systemsWhat We OfferCompetitive salaryFlexible work arrangementsProfessional development opportunitiesAccess to cutting-edge AI tools and technologiesCollaborative and innovative work environmentHow to ApplyPlease submit your resume along with:Portfolio of AI/LLM projects",https://pk.linkedin.com/jobs/view/ai-engineer-llm-vertex-ai-focus-at-1-sol-digital-services-smc-pvt-ltd-4270319252?trk=public_jobs_topcard-title
Senior Sales Engineer - Karachi,Everllence,2 weeks ago,"About EverllenceEverllence, formerly known as MAN Energy Solutions, is a leading provider of propulsion, decarbonization and efficiency solutions for shipping, the energy economy and industry. True to our motto – ‘Moving big things to zero’ – we help key industries in the global economy to reduce hard-to-abate emissions. Our technologies have a measurable impact on the success of the global energy transition. More information about the company can be found at www.everllence.com. Headquartered in Germany, Everllence employs around 15,000 people across more than 140 sites worldwide.We Can Offer You The Following TasksSenior Sales Engineer is responsible for multiple product portfolio in accordance with assigned accountabilities.Being able to find related customers market, create sales funnel and opportunities as per sales plansPrepare and give technical presentations to explain to customers how the products and services work.Work with the customers and engineers to ensure the equipment meets the system requirements.Communicate with the sales team to understand consumer demands and offer sales support where necessary.Secure orders, guarantee product standards and assure product delivery.Establish customer rapport and acceptance.Plan for modifications to products to meet consumer demands.Help clients to solve problems with product usage.Recommend new and improved products to the customers and explain how the equipment will be more cost-effective.You Can Help Us With These QualificationsDetailed understanding of the business both technical and commercial levelsSeasoned sales professional with 4-5 years of related experience, preferably in the Marine, power plant or heavy equipment / machines.Demonstrated application engineering approachUniversity degree in Mechanical Engineering preferred with related work experience. Excellent communication and negotiation skills. Comparable vocational education with longtime work experience.That is important to usIntegrity and compliance are essential elements of our corporate culture. We firmly support diversity and equal opportunities and are therefore looking forward to receiving a diverse range of applications. Just click on ""contact us"" and start your career with us.Contact us",https://pk.linkedin.com/jobs/view/senior-sales-engineer-karachi-at-everllence-4172443087?trk=public_jobs_topcard-title
Cloud Solutions Architect,Mobiz IT,1 week ago,"About MobizMobiz is an information technology firm, and we do three things exceptionally well: cloud and network automation, digital transformation, and data protection. Double-digit growth year-over-year has driven us to grow our team and ensure we stay ahead of the curve.What Can You Expect?Every day at Mobiz we work with a deep sense of purpose. We continuously innovate. Our mission is to empower our clients to do more through transformation.You will work in a collaborative environment alongside highly talented people that improve client operations and exceed expectations. We strive to simplify technology challenges, and no less.Who Are We Looking For?We are looking for an experienced Cloud Solutions Architect to design and implement robust, secure, and scalable cloud solutions on Microsoft Azure. This role will focus on architecting Infrastructure-as-a-Service (IaaS) and Platform-as-a-Service (PaaS) solutions for enterprise applications, migration projects, and digital transformation initiatives. The ideal candidate will bring deep technical expertise in Azure core services and architecture best practices.Key Responsibilities Design end-to-end Azure cloud architectures for infrastructure, applications, and data platforms. Lead Azure migration and modernization efforts for on-premises workloads. Develop architecture blueprints, documentation, and high-level designs for cloud environments. Collaborate with stakeholders to understand business needs and translate them into cloud solutions. Define and implement cloud governance, security, and compliance frameworks. Recommend cost-effective and high-performance Azure services for enterprise workloads. Provide technical leadership and support throughout the project lifecycle. Monitor advancements in Azure services and proactively suggest improvements. Guide IT teams on implementing Azure networking, virtual machines, storage, identity, and security.Required Skills And Qualifications Bachelor’s degree in Computer Science, Engineering, or a related field. 7+ years of experience in IT with:I. Minimum Of 5 Years Of Solution Architecture/design Experienceii. Minimum of 5 years of external client-facing advisory/consulting experienceiii. Minimum of 3 years of Azure cloud experience. AWS experience is highly desirable. Deep understanding of core Azure services including:i. Azure Virtual Machines, VNets, Load Balancers, Azure Storage, Azure Firewallii. Azure App Services, Azure SQL, Azure Active Directoryiii. Azure Backup, Site Recovery, and Monitoring tools Experience with cloud migration projects, infrastructure planning, and enterprise cloud strategy. Proficiency in cloud security, identity, and access management principles. Strong communication and documentation skills. Microsoft Certified: Azure Solutions Architect Expert or equivalent certification.Preferred Qualifications Experience in hybrid cloud environments and integration with on-premises systems. Knowledge of automation tools like ARM templates, Bicep, or PowerShell. Familiarity with networking concepts (IPSec VPNs, ExpressRoute, DNS, NSGs). Background in industries such as finance, healthcare, or government is a plus.What We OfferA team of bright, hard-working, and innovative people that will contribute to your growth.Competitive Salary and comprehensive benefits plan.A dynamic and collaborative work environment with opportunity to work with cutting-edge technology and innovative solutions.OtherThis is a full time office based job in Karachi, Pakistan.ClosingMobiz embraces diversity and is committed to building a team that represents a variety of backgrounds, perspectives, and skills. The more inclusive we are, the better we are. We are an equal opportunity employer.We thank all applicants for their interest. We will contact you if you are selected to move forward in the recruiting process.",https://pk.linkedin.com/jobs/view/cloud-solutions-architect-at-mobiz-it-4267782791?trk=public_jobs_topcard-title
Solution Architect,ibex,3 days ago,"We are seeking a highly skilled Software Solution Architect with expertise in .NET development and a strong background in architecture design to lead our software development efforts. As the Software Solution Architect, you will be responsible for designing and implementing complex software solutions that meet the evolving needs of our business and clients. The ideal candidate will have at least 6+ years of experience in .NET development, including a minimum of 2+ years in a lead software engineering role.ResponsibilitiesLead the design and implementation of scalable, secure, and robust software solutions.Utilize .NET frameworks and a variety of design and architectural patterns to solve complex software challenges.Worked with Microservice Architecture, building RESTful web services, and ensuring security with OWASP standards.Employ Dependency Injection and the Repository Design Pattern to create modular, maintainable code.Ensure high performance and responsiveness of applications using ASP.NET framework, SQL, C#, LINQ, .NET Core Framework, and EF Core.Apply Domain Driven Design (DDD), Event Sourcing, and CQS domain events to software solutions.Integrate messaging services like RabbitMQ and Mass Transit for event-driven architectures.Develop front-end user interfaces with technologies like Angular and ensure seamless integration with back-end services.Utilize Azure and DevOps practices for continuous integration and continuous delivery (CI/CD).Guide and mentor team members, providing technical leadership and oversight.Qualifications3+ years of experience as a Software Architect or similar role6+ years of experience with software development3+ years of experience with coding in various languages (C#, .NET, Java etc.)Outstanding knowledge of software and application design and architectureKnowledge of HTML/CSS, JavaScript, and UI/UX design.Strong expertise in .NET framework, C#, LINQ, .NET Core Framework, EF Core, and ADO.NET.Experience with architectural patterns (N-Tier, Onion, MVC, DDDD), Microservice Architecture, and RESTful web services.Familiarity with security practices, particularly OWASP.Solid understanding of Domain Driven Design (DDD), Event Domain, RabbitMQ, and Mass Transit, and CQS domain events.Experience with cloud platforms, preferably Azure, and Oracle/MS SQL Server for database management.A technical mindset and analytical approachGreat attention to detailGood leadership skillsThe sense of ownership and pride in your performance and its impact on the company’s successCritical thinking and problem-solving skillsGood time-management skillsGreat interpersonal and communication skillsBachelor’s degree in Computer Science, Engineering, or a related field.Additional InformationThis position is a full-time client-side role based in Karachi.We offer a competitive salary and benefits package.Performance bonuses are provided based on individual and team achievements.",https://pk.linkedin.com/jobs/view/solution-architect-at-ibex-4260451832?trk=public_jobs_topcard-title
Sales Engineer,esco.pk - Electronic Security Company,1 day ago,"Sales Engineer – Electronic Security CompanyAbout ESCOWe are ESCO – Electronic Security Company, proudly partnered with global leaders in security and communication systems including Hikvision, ITC, and Bosch. We are seeking a highly motivated and extroverted Sales Engineer to support our growth by identifying opportunities, delivering technical sales solutions, and fostering strong customer relationships.ResponsibilitiesResearch and identify potential clients and business opportunities across Real Estate, Industrial, Hospitality, Education, Military, and Government sectorsInitiate contact with prospective clients through various outreach methods such as phone calls, emails, and networking eventsPlan and log daily visits and client meetings in our ERP systemApply creative strategies to generate new leads and sales opportunitiesMaintain an active lead-generation pipeline through PPRA tenders, referrals, local builders, and ongoing construction projectsCoordinate with Technical and Pre-sales teams to conduct site surveys, prepare estimates, and develop customized proposal documentsBuild and promote long-term customer relationships with high levels of engagement and trustManage client relations throughout the entire sales lifecycle—from initial consultation to solution delivery and after-sales follow-upProvide detailed insights on product performance, competitor activity, and client feedback to improve sales strategies and product offeringsQualificationsBachelor’s Degree in Engineering, Business Administration, Finance, or related disciplineSelf-motivated with the ability to initiate and close sales independentlyExcellent presentation, negotiation, and communication skillsStrong understanding or willingness to learn technical aspects of low-voltage security systems used in commercial applicationsCapable of working both autonomously and collaboratively in a team environmentDetail-oriented with well-developed organizational abilitiesSkillsExtroverted and confident in initiating conversationsProficient in persuasive selling and deal closureFriendly demeanor with a proactive customer-focused mindsetBenefits & PerksCompetitive salary structure with performance-based commissionsHealth and wellness benefitsCareer development and upskilling opportunitiesCollaborative and high-energy work cultureLaptop, transportation/vehicle, and smartphone with monthly data plan provided",https://pk.linkedin.com/jobs/view/sales-engineer-at-esco-pk-electronic-security-company-4269636132?trk=public_jobs_topcard-title
Sales Engineer - Solar,CCI Market Intelligence,3 days ago,"We're Hiring – Sales Engineer (Solar Division) – KarachiPosition Type: Full-TimeLocation: KarachiCompensation: PKR 70,000 – 80,000/month + CommissionAdditional Benefits: Fuel ReimbursementKey Responsibilities & Requirements:Minimum 2 years of experience in solar energy salesStrong understanding of photovoltaic (PV) systems and net-metering processesProven track record in sales, client relationship management, and effective communicationSelf-motivated, goal-oriented, and able to work independentlyCommission Structure:1% on all sales2% commission upon exceeding annual sales targetDirect reporting to the Sales Head",https://pk.linkedin.com/jobs/view/sales-engineer-solar-at-cci-market-intelligence-4268976385?trk=public_jobs_topcard-title
Sales & Application Engineer (EMS/Power Quality),Accrescent Engineers (Pvt.) Ltd.,1 day ago,"Overview:We are seeking dynamic and skilled professionals to join our EMS team as Application Engineers and Application & Sales Engineers across various levels Executive to Assistant Manager. The successful candidates will play a crucial role in designing, developing, and implementing energy management solutions, along with supporting sales activities to drive business growth and client satisfaction.Key Responsibilities:Application Engineering:Design, configure, and implement energy management systems and applications.Provide technical support for the integration and commissioning of EMS solutions at client sites.Develop system configurations, specifications, and functional designs based on client needs and project requirements.Troubleshoot and resolve issues with EMS hardware and software during and after installation.Coordinate with cross-functional teams engineering, sales, project management to ensure the successful delivery of projects.Sales Engineering Application & Sales:Engage with potential clients to understand their energy management needs and provide tailored technical solutions.Present, demonstrate, and sell EMS solutions to prospective clients.Develop and deliver presentations, proposals, and quotations for EMS solutions.Maintain strong relationships with clients and provide ongoing technical support post-sales.Collaborate with the sales team to achieve revenue and business growth targets.Assist in the preparation of technical documentation, including system specifications, installation guidelines, and user manuals.Client Interaction & Support:Provide pre-sales and post-sales technical support to clients.Work closely with clients to understand their requirements and recommend optimal EMS solutions.Assist in the installation and commissioning of EMS products and provide on-site support as necessary.Conduct product training and demonstrations for clients to ensure effective system utilization.Monitor system performance and offer solutions to enhance client satisfaction and system efficiency.Qualifications:Education:Bachelors degree in Electrical Engineering, Energy Management, or a related field for Executive/Assistant Manager roles.Advanced certifications or courses in EMS, automation, or sales engineering are a plus.Experience:1-6+ years of experience in EMS application engineering or sales engineering depending on the level of the position.Proven track record in designing and implementing EMS systems and providing technical support.Experience in sales or client-facing roles is an advantage for Application & Sales Engineers.Skills:Proficiency in EMS software and hardware, as well as related tools like AutoCAD, EPLAN, or similar engineering software.Strong problem-solving skills and the ability to think critically and innovatively.Excellent communication and interpersonal skills, with the ability to convey technical concepts to non-technical stakeholders.Ability to work independently and in teams to meet project deadlines and objectives.Willingness to travel to client sites as required for installation, commissioning, and support.",https://pk.linkedin.com/jobs/view/sales-application-engineer-ems-power-quality-at-accrescent-engineers-pvt-ltd-4270152488?trk=public_jobs_topcard-title
Sr. Sales Engineer,SGS,,"Position: Sr. Sales EngineerA global leader in Testing, Inspection, and Certification (TIC), is seeking profiles for Sr. Sales Engineer with a strong background in (BBA/MBA) Marketing 5+ years of experience to drive technical sales and business development. The role involves field operations and project-related work in and outside the city.Location: KHI & LHR, PakistanType: PermanentGender: Male preferredKey QualificationsEducation: Bachelor’s degree in business or an MBA from a reputable institute (preferably Marketing).Experience: 5-7 yearsResponsibilities:Identify and target potential clients within the construction, infrastructure, industrial, and related sectors.Generate qualified business leads through cold calling, networking, referrals, and market research.Present SGS’s Building & Infrastructure (B&I) services to prospective clients through tailored presentations, meetings, and formal proposals.Build and maintain strong, long-lasting client relationships to support ongoing business growth and customer satisfaction.Ideal candidates should have strong communication presentation and negotiation skills. Ability to understand technical concepts related to civil engineering services.",https://pk.linkedin.com/jobs/view/sr-sales-engineer-at-sgs-4271565320?trk=public_jobs_topcard-title
Mechanical Sales Engineer,Technical Supplies & Services Pvt Ltd,,"Company Description Technical Supplies & Services Private Limited, established in 2019 and based in Pakistan, prides itself on a team with over 45 years of combined experience in Aviation, Marine, Industrial, Oil & Gas, and General Industry. The company delivers customer satisfaction through a highly trained team capable of managing unusual circumstances with efficiency and reliability. Serving the MENA and Pakistan regions, they offer cost-effective solutions while focusing on reducing environmental footprints. Technical Supplies & Services Pvt Ltd. specializes in expediting proposals and providing local support in operations, maintenance, and after-sales services. Role Description This is a full-time on-site role for a Mechanical Sales Engineer located in Karachi. The Mechanical Sales Engineer will be responsible for developing and managing customer relationships for Measuring Tools, Lubricants, Greases and Anti Seize products for world reknown brands, further role identifying sales opportunities, providing technical support, and conducting sales presentations. The role involves preparing technical proposals, negotiating contracts, and delivering customer service to address client needs and ensure satisfaction. Additionally, routine tasks will include site visits, collaboration and continuous engagement with industry trends. Qualifications Sales Engineering and Sales skillsTechnical Support skillsExcellent Communication and Customer Service skillsBachelor's degree in Mechanical Engineering or a related fieldPrevious 4 to 5 years experience in the relevant industry is must.Ability to work independently and manage multiple tasks.",https://pk.linkedin.com/jobs/view/mechanical-sales-engineer-at-technical-supplies-services-pvt-ltd-4270393267?trk=public_jobs_topcard-title
Sr. Functional Consultant - MS D365 - F&O,KAISPE,1 day ago,"About CompanyKAISPE is an ISV and Consulting Service firm with strong focus on delivering technology solutions and services using Microsoft Azure, Power Platform, Dynamics, Oracle NetSuite, AI and SaaS application development. We have a number of products that customers all across the globe are using to digitally transform their businesses.About PositionWe are looking for an experienced Senior Functional Consultant specializing in Microsoft Dynamics 365 Finance and Supply Chain Management (F&SCM). The ideal candidate should have a strong background in implementing and customizing Dynamics 365 solutions, with a deep understanding of core modules and business processes to effectively meet client needs and optimize system functionalities.What You'll Do:Conduct detailed functional requirement gathering, analysis, and fit-gap assessments.Prepare and maintain comprehensive Functional Design Documentation (FDD).Lead the implementation, configuration, and deployment of D365 F&SCM modules and custom solutions.Scope and estimate project deliverables and timelines.Deliver end-user training and provide ongoing post-implementation support.Ensure quality assurance and perform thorough system testing.Travel to client sites when required to facilitate workshops or implementation support.What We're Looking For:ACCA, CA, MBA, bachelor's degree, or an equivalent qualification in a relevant field.5–6 years of hands-on experience with Dynamics 365 Finance and Supply Chain Management.Proven ability to map client business processes to Dynamics 365 F&SCM functionalities.Expertise in Finance and SCM modules within D365.Minimum of three full-cycle ERP implementations.Familiarity with Microsoft Sure Step and Success by Design implementation methodologies.Strong communication, leadership, and stakeholder management skills.Ability to manage multiple projects and work effectively in a collaborative team environment.Relevant Microsoft certifications are highly preferred.",https://pk.linkedin.com/jobs/view/sr-functional-consultant-ms-d365-f-o-at-kaispe-4275598608?trk=public_jobs_topcard-title
Sr. Functional Consultant - MS D365 - F&O,KAISPE,2 weeks ago,"About CompanyKAISPE is an ISV and Consulting Service firm with strong focus on delivering technology solutions and services using Microsoft Azure, Power Platform, Dynamics, Oracle NetSuite, AI and SaaS application development. We have a number of products that customers all across the globe are using to digitally transform their businesses.About PositionWe are looking for an experienced Senior Functional Consultant specializing in Microsoft Dynamics 365 Finance and Supply Chain Management (F&SCM). The ideal candidate should have a strong background in implementing and customizing Dynamics 365 solutions, with a deep understanding of core modules and business processes to effectively meet client needs and optimize system functionalities.What You'll Do:Conduct detailed functional requirement gathering, analysis, and fit-gap assessments.Prepare and maintain comprehensive Functional Design Documentation (FDD).Lead the implementation, configuration, and deployment of D365 F&SCM modules and custom solutions.Scope and estimate project deliverables and timelines.Deliver end-user training and provide ongoing post-implementation support.Ensure quality assurance and perform thorough system testing.Travel to client sites when required to facilitate workshops or implementation support.What We're Looking For:ACCA, CA, MBA, Bachelor's degree, or an equivalent qualification in a relevant field.5–6 years of hands-on experience with Dynamics 365 Finance and Supply Chain Management.Proven ability to map client business processes to Dynamics 365 F&SCM functionalities.Expertise in Finance and SCM modules within D365.Minimum of three full-cycle ERP implementations.Familiarity with Microsoft Sure Step and Success by Design implementation methodologies.Strong communication, leadership, and stakeholder management skills.Ability to manage multiple projects and work effectively in a collaborative team environment.Relevant Microsoft certifications are highly preferred.",https://pk.linkedin.com/jobs/view/sr-functional-consultant-ms-d365-f-o-at-kaispe-4261146199?trk=public_jobs_topcard-title
Automation Engineer,Plutus21 Partners,5 days ago,"Job Title: Automation EngineerLocation: PakistanRole Overview: Plutus21 Partners is seeking a highly motivated and technically skilled Automation Engineer to drive process automation across internal systems and client operations. The role involves supporting automation needs across 1to1 Plans, Plutus21, and various client environments. The ideal candidate will be passionate about streamlining workflows, building efficient systems, and leveraging modern tools to enhance operational efficiency.Key Responsibilities:Design and implement end-to-end workflow automations across multiple platforms and business units Build and maintain custom scripts and tools using Python and Google App Scripts Integrate and manage APIs for cross-platform connectivity and data exchange Leverage SQL for data manipulation, reporting, and supporting automated processes Apply prompt engineering and natural language processing (NLP) techniques for AI-driven tasks and optimizations Develop and deploy marketing automation workflows to support growth and engagement strategies Collaborate with cross-functional teams to identify automation opportunities and deliver scalable solutions Maintain clear documentation and ensure quality assurance in all automations built Required Skills & Qualifications:Proven experience with workflow design and process automation Strong command of SQL and Python for scripting and data handling Hands-on experience with Google App Scripts or similar automation scripting tools Solid understanding of API integration and working with RESTful APIs Familiarity with prompt engineering and natural language processing (NLP) concepts Experience in marketing automation platforms or building custom automation for marketing use cases Excellent problem-solving skills and attention to detail Ability to work independently and manage time across multiple projects Strong written and verbal communication skills",https://pk.linkedin.com/jobs/view/automation-engineer-at-plutus21-partners-4270500127?trk=public_jobs_topcard-title
Junior SQA Engineer,Flatgigs,2 weeks ago,"Company ProfileAHOY is a dynamic venture studio based in the vibrant city of Dubai. Our passion lies in harnessing cutting-edge technology to drive innovation and empower businesses across diverse industries. With a focus on excellence and a commitment to delivering exceptional solutions, we serve as a trusted partner for companies aiming to thrive in today's digital landscape. From web and mobile app development to product prototyping and data processing automation, AHOY offers a comprehensive suite of services tailored to meet the evolving needs of businesses worldwide. Join us as we shape the future of technology and create impactful solutions that drive success for our clients.Position OverviewAHOY is looking for a motivated and detail-oriented Junior SQA Engineer to join our quality assurance team. As a Junior SQA Engineer, you will work under the guidance of senior QA professionals to support the testing efforts for our software applications. This is an excellent opportunity to gain hands-on experience in software testing and to develop your skills in a fast-paced environment.RequirementsResponsibilities:Assist in the development and execution of test plans and test cases for various software applicationsConduct manual testing of applications to identify defects and ensure functionality meets specificationsDocument test results and track issues using bug tracking toolsParticipate in team meetings and provide updates on testing progress and resultsCollaborate with development teams to understand product requirements and provide feedback on quality issuesLearn and apply testing methodologies and improve skills through mentorship and trainingQualifications:Bachelor's degree in Computer Science, Engineering, or a related fieldSome experience or internships in software testing or quality assurance are preferredBasic understanding of software testing concepts, methodologies, and toolsStrong analytical and problem-solving skillsGood communication skills and the ability to work collaboratively in a team environmentWillingness to learn and adapt to new technologies and testing practicesBenefitsMarket Competive SalaryLeavesHealth InsuranceHybrid Work Model",https://pk.linkedin.com/jobs/view/junior-sqa-engineer-at-flatgigs-4261982833?trk=public_jobs_topcard-title
SQA Engineer,ibex,,"We seek a dedicated and detail-oriented SQA Engineer to strengthen our quality assurance team. The ideal candidate will have a strong background in manual and automated testing, with hands-on experience using Selenium, Katalon Studio, or similar automation tools for web and mobile platforms. This role demands a balance of technical expertise, critical thinking, and a keen eye for detail to ensure our applications meet the highest standards of quality, functionality, and user experience.ResponsibilitiesDesign, develop, and execute manual and automated test cases for web and mobile applications.Utilize Selenium, Katalon Studio, or other automation tools to enhance testing efficiency and coverage.Identify, record, document thoroughly, and track bugs through to resolution.Perform thorough regression testing when bugs are resolved.Collaborate with the development team to ensure consistent project execution.Review requirements, specifications, and technical design documents to provide timely and meaningful feedback.Stay up-to-date with new testing tools and test strategies.Qualifications3-4 years of experience in software quality assurance.Proven experience in manual testing and automated testing using Selenium, Katalon Studio, or other relevant automation tools.Strong knowledge of software QA methodologies, tools, and processes.Experience with both white box and black box testing.Hands-on experience with automated testing of web and mobile platforms.Solid understanding of SQL and scripting.Familiarity with Agile frameworks and regression testing is a plus.Excellent communication and teamwork skills.A degree in Computer Science, Engineering, or a related field.Additional InformationThis position is a full-time client-side role based in Karachi.We offer a competitive salary and benefits package.Performance bonuses are provided based on individual and team achievements.",https://pk.linkedin.com/jobs/view/sqa-engineer-at-ibex-4233299103?trk=public_jobs_topcard-title
Senior AI Engineer/Team Lead,CodeNinja Inc.,3 weeks ago,"We are seeking an exceptional Senior AI Engineer to join our team. Title determined based on the applicants experience and capabilities and qualifications. This role combines deep technical AI expertise with practical software engineering, focusing on delivering scalable AI-powered systems and agentic workflows that drive measurable business outcomes.Required Technical SkillsProgramming & Infrastructure: Python, Pydantic, C#/.NET 6+, Cloud platforms (AWS/Azure), Git/GitHub), infrastructure as code (Terraform)AI & LLM Operations: OpenAI GPT-4, Anthropic Claude, LangChain/LangGraph, AutoGen, token optimization, prompt engineering, model fine-tuning, agentic workflow orchestration, cost monitoring & FinOps, API rate limitingData Systems: SQL Server/PostgreSQL, vector databases, real-time data processingPlatform: RESTful APIs, CI/CD, MLOps, Docker or similarOperations: Monitoring, logging, debugging, and systems optimizationRequirementsCore Development: 4+ years in software development with 2+ years in AI/MLAI Specialization: Experience with LLMs, agentic system design, and production AI deploymentsMethodology: Agile/Scrum, Jira, Azure DevOps, ConfluenceData Systems: SQL Server/PostgreSQL, vector databases, real-time data processingAI & LLM Operations: OpenAI GPT-4, Anthropic Claude, LangChain/LangGraph, AutoGen, token optimization, prompt engineering, model fine-tuning, agentic workflow orchestration, cost monitoring & FinOps, API rate limiting",https://pk.linkedin.com/jobs/view/senior-ai-engineer-team-lead-at-codeninja-inc-4262206247?trk=public_jobs_topcard-title
